Cromossomo: 0,IDs: [82, 97, 38, 62],Nomes: [Dev82, Dev97, Dev38, Dev62],Fit: [0.81, 0.81, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 129,IDs: [82, 48, 17, 85],Nomes: [Dev82, Dev48, Dev17, Dev85],Fit: [0.81, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 130,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 131,IDs: [53, 97, 38, 46],Nomes: [Dev53, Dev97, Dev38, Dev46],Fit: [0.81, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.68
Cromossomo: 132,IDs: [55, 16, 27, 89],Nomes: [Dev55, Dev16, Dev27, Dev89],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 133,IDs: [48, 45, 85, 65],Nomes: [Dev48, Dev45, Dev85, Dev65],Fit: [0.88, 0.88, 0.75, 0.69],Nível: [Middle, Junior, Master, Senior],Total Fit: 0.03
Cromossomo: 134,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 135,IDs: [53, 16, 27, 46],Nomes: [Dev53, Dev16, Dev27, Dev46],Fit: [0.81, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.62
Cromossomo: 136,IDs: [55, 97, 38, 89],Nomes: [Dev55, Dev97, Dev38, Dev89],Fit: [0.69, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 137,IDs: [85, 104, 8, 65],Nomes: [Dev85, Dev104, Dev8, Dev65],Fit: [0.75, 0.75, 0.75, 0.69],Nível: [Master, Junior, Middle, Senior],Total Fit: 0.03
Cromossomo: 138,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 139,IDs: [53, 97, 38, 46],Nomes: [Dev53, Dev97, Dev38, Dev46],Fit: [0.81, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.68
Cromossomo: 140,IDs: [55, 16, 27, 89],Nomes: [Dev55, Dev16, Dev27, Dev89],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 141,IDs: [94, 85, 47, 28],Nomes: [Dev94, Dev85, Dev47, Dev28],Fit: [0.75, 0.75, 0.88, 0.69],Nível: [Senior, Master, Junior, Middle],Total Fit: 0.03
Cromossomo: 142,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 143,IDs: [53, 97, 27, 89],Nomes: [Dev53, Dev97, Dev27, Dev89],Fit: [0.81, 0.81, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 144,IDs: [55, 16, 38, 46],Nomes: [Dev55, Dev16, Dev38, Dev46],Fit: [0.69, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 145,IDs: [104, 28, 94, 85],Nomes: [Dev104, Dev28, Dev94, Dev85],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 146,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 147,IDs: [53, 97, 94, 85],Nomes: [Dev53, Dev97, Dev94, Dev85],Fit: [0.81, 0.81, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 148,IDs: [45, 8, 65, 46],Nomes: [Dev45, Dev8, Dev65, Dev46],Fit: [0.88, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 149,IDs: [104, 28, 27, 89],Nomes: [Dev104, Dev28, Dev27, Dev89],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 150,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 151,IDs: [45, 8, 27, 290],Nomes: [Dev45, Dev8, Dev27, Dev290],Fit: [0.88, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 152,IDs: [53, 16, 38, 85],Nomes: [Dev53, Dev16, Dev38, Dev85],Fit: [0.81, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 153,IDs: [104, 28, 65, 46],Nomes: [Dev104, Dev28, Dev65, Dev46],Fit: [0.75, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 154,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 155,IDs: [53, 16, 65, 46],Nomes: [Dev53, Dev16, Dev65, Dev46],Fit: [0.81, 0.63, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 156,IDs: [45, 97, 27, 89],Nomes: [Dev45, Dev97, Dev27, Dev89],Fit: [0.88, 0.81, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 157,IDs: [104, 28, 38, 85],Nomes: [Dev104, Dev28, Dev38, Dev85],Fit: [0.75, 0.69, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 158,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 159,IDs: [53, 16, 27, 89],Nomes: [Dev53, Dev16, Dev27, Dev89],Fit: [0.81, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 160,IDs: [45, 97, 65, 46],Nomes: [Dev45, Dev97, Dev65, Dev46],Fit: [0.88, 0.81, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 161,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 162,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 163,IDs: [53, 16, 65, 46],Nomes: [Dev53, Dev16, Dev65, Dev46],Fit: [0.81, 0.63, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 164,IDs: [45, 97, 27, 89],Nomes: [Dev45, Dev97, Dev27, Dev89],Fit: [0.88, 0.81, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 165,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 166,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 167,IDs: [53, 97, 27, 46],Nomes: [Dev53, Dev97, Dev27, Dev46],Fit: [0.81, 0.81, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.50
Cromossomo: 168,IDs: [45, 16, 65, 89],Nomes: [Dev45, Dev16, Dev65, Dev89],Fit: [0.88, 0.63, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 169,IDs: [47, 8, 94, 85],Nomes: [Dev47, Dev8, Dev94, Dev85],Fit: [0.88, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 170,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 171,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.88, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 172,IDs: [53, 97, 65, 89],Nomes: [Dev53, Dev97, Dev65, Dev89],Fit: [0.81, 0.81, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 173,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 174,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 175,IDs: [53, 16, 27, 89],Nomes: [Dev53, Dev16, Dev27, Dev89],Fit: [0.81, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 176,IDs: [55, 48, 38, 85],Nomes: [Dev55, Dev48, Dev38, Dev85],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 177,IDs: [45, 97, 65, 46],Nomes: [Dev45, Dev97, Dev65, Dev46],Fit: [0.88, 0.81, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 178,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 179,IDs: [53, 16, 38, 85],Nomes: [Dev53, Dev16, Dev38, Dev85],Fit: [0.81, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 180,IDs: [55, 48, 27, 89],Nomes: [Dev55, Dev48, Dev27, Dev89],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 181,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 182,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 183,IDs: [53, 16, 27, 89],Nomes: [Dev53, Dev16, Dev27, Dev89],Fit: [0.81, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 184,IDs: [55, 48, 38, 85],Nomes: [Dev55, Dev48, Dev38, Dev85],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 185,IDs: [8, 45, 65, 46],Nomes: [Dev8, Dev45, Dev65, Dev46],Fit: [0.75, 0.88, 0.69, 0.75],Nível: [Middle, Junior, Senior, Master],Total Fit: 0.03
Cromossomo: 186,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 187,IDs: [53, 48, 38, 89],Nomes: [Dev53, Dev48, Dev38, Dev89],Fit: [0.81, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.23
Cromossomo: 188,IDs: [55, 16, 27, 85],Nomes: [Dev55, Dev16, Dev27, Dev85],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 189,IDs: [47, 17, 28, 46],Nomes: [Dev47, Dev17, Dev28, Dev46],Fit: [0.88, 0.81, 0.69, 0.75],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 190,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 191,IDs: [53, 16, 27, 89],Nomes: [Dev53, Dev16, Dev27, Dev89],Fit: [0.81, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 192,IDs: [55, 48, 38, 85],Nomes: [Dev55, Dev48, Dev38, Dev85],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 193,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 194,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 195,IDs: [53, 16, 38, 85],Nomes: [Dev53, Dev16, Dev38, Dev85],Fit: [0.81, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 196,IDs: [55, 48, 27, 89],Nomes: [Dev55, Dev48, Dev27, Dev89],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 197,IDs: [97, 82, 65, 46],Nomes: [Dev97, Dev82, Dev65, Dev46],Fit: [0.81, 0.81, 0.69, 0.75],Nível: [Middle, Junior, Senior, Master],Total Fit: 0.03
Cromossomo: 198,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 199,IDs: [53, 48, 27, 85],Nomes: [Dev53, Dev48, Dev27, Dev85],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 200,IDs: [82, 8, 65, 46],Nomes: [Dev82, Dev8, Dev65, Dev46],Fit: [0.81, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 201,IDs: [55, 16, 38, 89],Nomes: [Dev55, Dev16, Dev38, Dev89],Fit: [0.69, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 202,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 203,IDs: [55, 97, 38, 89],Nomes: [Dev55, Dev97, Dev38, Dev89],Fit: [0.69, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 204,IDs: [53, 48, 65, 46],Nomes: [Dev53, Dev48, Dev65, Dev46],Fit: [0.81, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 205,IDs: [82, 8, 27, 85],Nomes: [Dev82, Dev8, Dev27, Dev85],Fit: [0.81, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 206,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 207,IDs: [53, 48, 38, 89],Nomes: [Dev53, Dev48, Dev38, Dev89],Fit: [0.81, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.23
Cromossomo: 208,IDs: [85, 17, 45, 28],Nomes: [Dev85, Dev17, Dev45, Dev28],Fit: [0.75, 0.81, 0.88, 0.69],Nível: [Master, Senior, Junior, Middle],Total Fit: 0.03
Cromossomo: 209,IDs: [55, 97, 65, 46],Nomes: [Dev55, Dev97, Dev65, Dev46],Fit: [0.69, 0.81, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 210,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 211,IDs: [55, 48, 38, 46],Nomes: [Dev55, Dev48, Dev38, Dev46],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 212,IDs: [53, 97, 65, 89],Nomes: [Dev53, Dev97, Dev65, Dev89],Fit: [0.81, 0.81, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 213,IDs: [28, 85, 104, 27],Nomes: [Dev28, Dev85, Dev104, Dev27],Fit: [0.69, 0.75, 0.75, 0.75],Nível: [Middle, Master, Junior, Senior],Total Fit: 0.03
Cromossomo: 214,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 215,IDs: [53, 48, 38, 89],Nomes: [Dev53, Dev48, Dev38, Dev89],Fit: [0.81, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.23
Cromossomo: 216,IDs: [47, 8, 94, 85],Nomes: [Dev47, Dev8, Dev94, Dev85],Fit: [0.88, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 217,IDs: [55, 97, 65, 46],Nomes: [Dev55, Dev97, Dev65, Dev46],Fit: [0.69, 0.81, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 218,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 219,IDs: [47, 8, 38, 89],Nomes: [Dev47, Dev8, Dev38, Dev89],Fit: [0.88, 0.75, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 220,IDs: [53, 48, 94, 85],Nomes: [Dev53, Dev48, Dev94, Dev85],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 221,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 222,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 223,IDs: [81, 28, 27, 46],Nomes: [Dev81, Dev28, Dev27, Dev46],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 224,IDs: [53, 8, 38, 85],Nomes: [Dev53, Dev8, Dev38, Dev85],Fit: [0.81, 0.75, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 225,IDs: [47, 48, 94, 89],Nomes: [Dev47, Dev48, Dev94, Dev89],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 226,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 227,IDs: [81, 48, 94, 46],Nomes: [Dev81, Dev48, Dev94, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 228,IDs: [47, 28, 27, 89],Nomes: [Dev47, Dev28, Dev27, Dev89],Fit: [0.88, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 229,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 230,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 231,IDs: [81, 28, 27, 46],Nomes: [Dev81, Dev28, Dev27, Dev46],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 232,IDs: [47, 48, 94, 89],Nomes: [Dev47, Dev48, Dev94, Dev89],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 233,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 234,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 235,IDs: [47, 48, 27, 46],Nomes: [Dev47, Dev48, Dev27, Dev46],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.46
Cromossomo: 236,IDs: [16, 17, 82, 85],Nomes: [Dev16, Dev17, Dev82, Dev85],Fit: [0.63, 0.81, 0.81, 0.75],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.03
Cromossomo: 237,IDs: [81, 28, 94, 89],Nomes: [Dev81, Dev28, Dev94, Dev89],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 238,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 239,IDs: [81, 28, 27, 46],Nomes: [Dev81, Dev28, Dev27, Dev46],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 240,IDs: [53, 8, 38, 85],Nomes: [Dev53, Dev8, Dev38, Dev85],Fit: [0.81, 0.75, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 241,IDs: [47, 48, 94, 89],Nomes: [Dev47, Dev48, Dev94, Dev89],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 242,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 243,IDs: [53, 8, 27, 46],Nomes: [Dev53, Dev8, Dev27, Dev46],Fit: [0.81, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.49
Cromossomo: 244,IDs: [82, 48, 65, 89],Nomes: [Dev82, Dev48, Dev65, Dev89],Fit: [0.81, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 245,IDs: [81, 28, 38, 85],Nomes: [Dev81, Dev28, Dev38, Dev85],Fit: [0.75, 0.69, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 246,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 247,IDs: [82, 367, 415, 46],Nomes: [Dev82, Dev367, Dev415, Dev46],Fit: [0.81, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 248,IDs: [53, 8, 65, 89],Nomes: [Dev53, Dev8, Dev65, Dev89],Fit: [0.81, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 249,IDs: [81, 85, 16, 94],Nomes: [Dev81, Dev85, Dev16, Dev94],Fit: [0.75, 0.75, 0.63, 0.75],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.03
Cromossomo: 250,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 251,IDs: [53, 8, 415, 46],Nomes: [Dev53, Dev8, Dev415, Dev46],Fit: [0.81, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 252,IDs: [82, 367, 65, 89],Nomes: [Dev82, Dev367, Dev65, Dev89],Fit: [0.81, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 253,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 254,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 255,IDs: [53, 367, 65, 46],Nomes: [Dev53, Dev367, Dev65, Dev46],Fit: [0.81, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 256,IDs: [82, 8, 415, 89],Nomes: [Dev82, Dev8, Dev415, Dev89],Fit: [0.81, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 257,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 258,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 259,IDs: [53, 367, 415, 89],Nomes: [Dev53, Dev367, Dev415, Dev89],Fit: [0.81, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 260,IDs: [82, 8, 65, 46],Nomes: [Dev82, Dev8, Dev65, Dev46],Fit: [0.81, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 261,IDs: [27, 104, 85, 28],Nomes: [Dev27, Dev104, Dev85, Dev28],Fit: [0.75, 0.75, 0.75, 0.69],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 262,IDs: [56, 7, 29, 62],Nomes: [Dev56, Dev7, Dev29, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.25
Cromossomo: 263,IDs: [53, 367, 65, 46],Nomes: [Dev53, Dev367, Dev65, Dev46],Fit: [0.81, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
