Cromossomo: 0,IDs: [47, 28, 29, 62],Nomes: [Dev47, Dev28, Dev29, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.35
Cromossomo: 42,IDs: [326, 16, 94, 211],Nomes: [Dev326, Dev16, Dev94, Dev211],Fit: [0.83, 0.6830790933948301, 1.00, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 43,IDs: [47, 97, 351, 85],Nomes: [Dev47, Dev97, Dev351, Dev85],Fit: [0.83, 0.7333088012970848, 0.9112760703128242, 0.8324013372478662],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 44,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 45,IDs: [55, 16, 27, 211],Nomes: [Dev55, Dev16, Dev27, Dev211],Fit: [0.7600308693011759, 0.6867107517721989, 0.760181780023814, 0.9494849086045652],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 46,IDs: [326, 7, 94, 46],Nomes: [Dev326, Dev7, Dev94, Dev46],Fit: [0.8229433375935009, 0.92, 0.983704410082445, 0.8430463167377391],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.04
Cromossomo: 47,IDs: [17, 53, 89, 97],Nomes: [Dev17, Dev53, Dev89, Dev97],Fit: [0.75, 0.58, 0.83, 0.75],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 48,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 49,IDs: [55, 16, 27, 46],Nomes: [Dev55, Dev16, Dev27, Dev46],Fit: [0.7731224311563192, 0.758161816101823, 0.7604351161424372, 0.8456557039587327],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.47
Cromossomo: 50,IDs: [326, 174, 94, 211],Nomes: [Dev326, Dev174, Dev94, Dev211],Fit: [0.8004756923312044, 0.83, 0.928616400450814, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 51,IDs: [65, 81, 48, 89],Nomes: [Dev65, Dev81, Dev48, Dev89],Fit: [0.58, 0.83, 0.92, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 52,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 53,IDs: [326, 174, 27, 211],Nomes: [Dev326, Dev174, Dev27, Dev211],Fit: [0.7881387920930996, 0.7946565567750712, 0.8437315550609499, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 54,IDs: [55, 16, 94, 46],Nomes: [Dev55, Dev16, Dev94, Dev46],Fit: [0.7789105586397023, 0.7655245798560767, 0.8593492530769049, 0.853303334547912],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 55,IDs: [47, 17, 8, 89],Nomes: [Dev47, Dev17, Dev8, Dev89],Fit: [0.83, 0.75, 0.75, 0.83],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 56,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 57,IDs: [55, 174, 27, 46],Nomes: [Dev55, Dev174, Dev27, Dev46],Fit: [0.7816420477966964, 0.7898611757002533, 0.8511464281648251, 0.9179122914009956],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.33
Cromossomo: 58,IDs: [326, 16, 94, 211],Nomes: [Dev326, Dev16, Dev94, Dev211],Fit: [0.7852774553043343, 0.7779936579322164, 0.8577901382262846, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 59,IDs: [65, 56, 8, 85],Nomes: [Dev65, Dev56, Dev8, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 60,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 61,IDs: [55, 16, 27, 211],Nomes: [Dev55, Dev16, Dev27, Dev211],Fit: [0.7818737397960122, 0.7800103709831366, 0.8531420344803395, 0.9895296856690651],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.24
Cromossomo: 62,IDs: [326, 270, 94, 211],Nomes: [Dev326, Dev270, Dev94, Dev211],Fit: [0.7843700722747001, 0.83, 0.8552347950502622, 0.9812315169097143],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 63,IDs: [45, 89, 65, 48],Nomes: [Dev45, Dev89, Dev65, Dev48],Fit: [0.75, 0.83, 0.58, 0.92],Nível: [Junior, Master, Senior, Middle],Total Fit: 0.03
Cromossomo: 64,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 65,IDs: [81, 97, 29, 62],Nomes: [Dev81, Dev97, Dev29, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.35
Cromossomo: 66,IDs: [326, 16, 351, 211],Nomes: [Dev326, Dev16, Dev351, Dev211],Fit: [0.783556740632062, 0.7805697008115748, 0.92, 0.9848882216168706],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.10
Cromossomo: 67,IDs: [55, 270, 27, 211],Nomes: [Dev55, Dev270, Dev27, Dev211],Fit: [0.7830151624854155, 0.8237653884464691, 0.8533329282877019, 0.9822893368919132],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 68,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 69,IDs: [291, 16, 94, 211],Nomes: [Dev291, Dev16, Dev94, Dev211],Fit: [0.83, 0.7677848101799636, 1.00, 0.8906198439139674],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 70,IDs: [81, 97, 351, 211],Nomes: [Dev81, Dev97, Dev351, Dev211],Fit: [0.8087221228478422, 0.7629003144255102, 0.9043598556752148, 0.8287711108337503],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 71,IDs: [38, 8, 46, 104],Nomes: [Dev38, Dev8, Dev46, Dev104],Fit: [0.83, 0.75, 0.83, 0.58],Nível: [Senior, Middle, Master, Junior],Total Fit: 0.03
Cromossomo: 72,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 73,IDs: [336, 269, 94, 211],Nomes: [Dev336, Dev269, Dev94, Dev211],Fit: [0.92, 0.83, 0.99498721219433, 0.8495217522996096],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 74,IDs: [291, 16, 351, 211],Nomes: [Dev291, Dev16, Dev351, Dev211],Fit: [0.827665681746751, 0.7676179636742199, 0.9513000795994209, 0.8543596035780687],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.10
Cromossomo: 75,IDs: [38, 46, 82, 48],Nomes: [Dev38, Dev46, Dev82, Dev48],Fit: [0.83, 0.83, 0.75, 0.92],Nível: [Senior, Master, Junior, Middle],Total Fit: 0.03
Cromossomo: 76,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 77,IDs: [56, 48, 27, 46],Nomes: [Dev56, Dev48, Dev27, Dev46],Fit: [0.75, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.46
Cromossomo: 78,IDs: [336, 269, 94, 211],Nomes: [Dev336, Dev269, Dev94, Dev211],Fit: [0.9169845736452179, 0.8141514178589677, 1.00, 0.8542957943809695],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 79,IDs: [291, 16, 351, 211],Nomes: [Dev291, Dev16, Dev351, Dev211],Fit: [0.863837227129815, 0.792667614227594, 0.9519620625349404, 0.851154889284417],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.10
Cromossomo: 80,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 81,IDs: [56, 48, 351, 46],Nomes: [Dev56, Dev48, Dev351, Dev46],Fit: [0.7886129676821435, 0.8654028541248793, 0.8707136789350833, 0.8324699693195456],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.40
Cromossomo: 82,IDs: [291, 181, 27, 211],Nomes: [Dev291, Dev181, Dev27, Dev211],Fit: [0.8384845191774721, 0.92, 0.7641797650296565, 0.8430769095217642],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 83,IDs: [55, 97, 17, 62],Nomes: [Dev55, Dev97, Dev17, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 84,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 85,IDs: [56, 48, 27, 46],Nomes: [Dev56, Dev48, Dev27, Dev46],Fit: [0.8022784615456564, 0.8741324974039812, 0.7746631522585941, 0.8349484474272276],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.46
Cromossomo: 86,IDs: [291, 181, 29, 211],Nomes: [Dev291, Dev181, Dev29, Dev211],Fit: [0.82827474332471, 0.92, 0.83, 0.8402969639174611],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 87,IDs: [82, 89, 97, 65],Nomes: [Dev82, Dev89, Dev97, Dev65],Fit: [0.75, 0.83, 0.75, 0.58],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.03
Cromossomo: 88,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 89,IDs: [291, 7, 27, 46],Nomes: [Dev291, Dev7, Dev27, Dev46],Fit: [0.83, 0.92, 0.7747434642855702, 0.8351400981848078],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.34
Cromossomo: 90,IDs: [56, 181, 29, 211],Nomes: [Dev56, Dev181, Dev29, Dev211],Fit: [0.8100623923119126, 0.8975649197770799, 0.828651002965309, 0.8398854370021105],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 91,IDs: [48, 89, 65, 82],Nomes: [Dev48, Dev89, Dev65, Dev82],Fit: [0.92, 0.83, 0.58, 0.75],Nível: [Middle, Master, Senior, Junior],Total Fit: 0.03
Cromossomo: 92,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 93,IDs: [56, 7, 27, 211],Nomes: [Dev56, Dev7, Dev27, Dev211],Fit: [0.8166493424249339, 0.9137396256677528, 0.7870253105679068, 0.83771992099182],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.67
Cromossomo: 94,IDs: [81, 29, 62, 97],Nomes: [Dev81, Dev29, Dev62, Dev97],Fit: [0.83, 0.75, 0.58, 0.75],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.35
Cromossomo: 95,IDs: [291, 181, 94, 211],Nomes: [Dev291, Dev181, Dev94, Dev211],Fit: [0.8221047832674063, 0.92, 1.00, 0.8389028425640322],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 96,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 97,IDs: [445, 7, 94, 402],Nomes: [Dev445, Dev7, Dev94, Dev402],Fit: [0.92, 0.9051161811904584, 0.7150392379442796, 0.8364931675670225],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.42
Cromossomo: 98,IDs: [56, 181, 27, 211],Nomes: [Dev56, Dev181, Dev27, Dev211],Fit: [0.8171545601171337, 0.9171029691529273, 0.8163493970263316, 0.8385401371386427],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 99,IDs: [81, 16, 38, 46],Nomes: [Dev81, Dev16, Dev38, Dev46],Fit: [0.83, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 100,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 101,IDs: [359, 7, 29, 211],Nomes: [Dev359, Dev7, Dev29, Dev211],Fit: [0.92, 0.8209870108636872, 0.83, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 102,IDs: [445, 16, 38, 46],Nomes: [Dev445, Dev16, Dev38, Dev46],Fit: [0.8934806355270009, 0.6487540073067322, 0.804526336997521, 0.831868529196944],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 103,IDs: [45, 28, 17, 62],Nomes: [Dev45, Dev28, Dev17, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 104,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 105,IDs: [359, 7, 29, 211],Nomes: [Dev359, Dev7, Dev29, Dev211],Fit: [0.8945956804018285, 0.795799022196873, 0.8062903955842914, 0.7927295800797692],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.59
Cromossomo: 106,IDs: [220, 183, 17, 211],Nomes: [Dev220, Dev183, Dev17, Dev211],Fit: [0.92, 0.83, 0.7861811281992845, 0.8834027724156222],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 107,IDs: [97, 62, 65, 47],Nomes: [Dev97, Dev62, Dev65, Dev47],Fit: [0.75, 0.58, 0.58, 0.83],Nível: [Middle, Master, Senior, Junior],Total Fit: 0.03
Cromossomo: 108,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 109,IDs: [359, 7, 448, 211],Nomes: [Dev359, Dev7, Dev448, Dev211],Fit: [0.9009244866935007, 0.8012549498682032, 0.83, 0.8558285466562167],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.37
Cromossomo: 110,IDs: [220, 183, 17, 211],Nomes: [Dev220, Dev183, Dev17, Dev211],Fit: [0.9194066027812738, 0.8295006320851103, 0.7904203814337851, 0.8719553756375301],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 111,IDs: [81, 16, 29, 89],Nomes: [Dev81, Dev16, Dev29, Dev89],Fit: [0.83, 0.58, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 112,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 113,IDs: [359, 16, 29, 89],Nomes: [Dev359, Dev16, Dev29, Dev89],Fit: [0.8694244022073644, 0.5904339267277559, 0.7696237825072814, 0.8329542605544884],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 114,IDs: [81, 7, 448, 211],Nomes: [Dev81, Dev7, Dev448, Dev211],Fit: [0.8535344046471494, 0.7823751742530018, 0.8285858180252343, 0.8463987705273148],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 115,IDs: [104, 97, 17, 46],Nomes: [Dev104, Dev97, Dev17, Dev46],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 116,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 117,IDs: [104, 214, 351, 89],Nomes: [Dev104, Dev214, Dev351, Dev89],Fit: [0.6829191070097951, 0.75, 0.92, 0.8315790641259727],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
