Cromossomo: 0,IDs: [47, 7, 17, 62],Nomes: [Dev47, Dev7, Dev17, Dev62],Fit: [0.88, 0.81, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.56
Cromossomo: 12,IDs: [45, 48, 38, 85],Nomes: [Dev45, Dev48, Dev38, Dev85],Fit: [0.8237003764555902, 0.8644452330791801, 0.9027025291211579, 0.6323817430671291],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 13,IDs: [81, 94, 46, 97],Nomes: [Dev81, Dev94, Dev46, Dev97],Fit: [0.75, 0.75, 0.75, 0.88],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 14,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 15,IDs: [45, 48, 38, 62],Nomes: [Dev45, Dev48, Dev38, Dev62],Fit: [0.8362202283668982, 0.8589978384652671, 0.8629553072718585, 0.6304130464099827],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 16,IDs: [47, 7, 17, 85],Nomes: [Dev47, Dev7, Dev17, Dev85],Fit: [0.8765012736756562, 0.8260078434034184, 0.8233204628005688, 0.632225399129748],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 17,IDs: [104, 16, 94, 46],Nomes: [Dev104, Dev16, Dev94, Dev46],Fit: [0.75, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 18,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 19,IDs: [82, 7, 38, 62],Nomes: [Dev82, Dev7, Dev38, Dev62],Fit: [0.81, 0.81, 0.94, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.96
Cromossomo: 20,IDs: [119, 398, 94, 85],Nomes: [Dev119, Dev398, Dev94, Dev85],Fit: [0.88, 0.75, 0.7838633990573232, 0.6892785688511569],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 21,IDs: [47, 16, 17, 46],Nomes: [Dev47, Dev16, Dev17, Dev46],Fit: [0.8452404093188912, 0.6694524413056786, 0.8165493972124558, 0.6940027047026996],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 22,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 23,IDs: [82, 7, 94, 62],Nomes: [Dev82, Dev7, Dev94, Dev62],Fit: [0.8393750767618378, 0.88, 0.94, 0.6380064569584147],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.99
Cromossomo: 24,IDs: [119, 398, 38, 85],Nomes: [Dev119, Dev398, Dev38, Dev85],Fit: [0.8456139861394512, 0.7607671353741514, 0.8811291498142524, 0.6696616190916274],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.51
Cromossomo: 25,IDs: [65, 89, 56, 8],Nomes: [Dev65, Dev89, Dev56, Dev8],Fit: [0.69, 0.75, 0.69, 0.75],Nível: [Senior, Master, Junior, Middle],Total Fit: 0.03
Cromossomo: 26,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 27,IDs: [82, 7, 94, 62],Nomes: [Dev82, Dev7, Dev94, Dev62],Fit: [0.8400279407314452, 0.866018640563036, 0.9325629557176246, 0.6494800456268802],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.99
Cromossomo: 28,IDs: [308, 214, 38, 85],Nomes: [Dev308, Dev214, Dev38, Dev85],Fit: [0.88, 0.88, 0.9014848618965869, 0.65594669356407],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 29,IDs: [47, 46, 65, 48],Nomes: [Dev47, Dev46, Dev65, Dev48],Fit: [0.88, 0.75, 0.69, 0.88],Nível: [Junior, Master, Senior, Middle],Total Fit: 0.03
Cromossomo: 30,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 31,IDs: [82, 270, 94, 85],Nomes: [Dev82, Dev270, Dev94, Dev85],Fit: [0.8445204161786152, 0.88, 0.94, 0.6527658973837449],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 32,IDs: [308, 214, 38, 62],Nomes: [Dev308, Dev214, Dev38, Dev62],Fit: [0.8657566532134633, 0.8768925905804429, 0.9148547834252482, 0.6527106924374311],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 33,IDs: [104, 48, 65, 89],Nomes: [Dev104, Dev48, Dev65, Dev89],Fit: [0.75, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 34,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 35,IDs: [55, 7, 17, 62],Nomes: [Dev55, Dev7, Dev17, Dev62],Fit: [0.69, 0.81, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.53
Cromossomo: 36,IDs: [104, 270, 65, 225],Nomes: [Dev104, Dev270, Dev65, Dev225],Fit: [0.7928365739661009, 0.8800000000000001, 0.7668419784371789, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 37,IDs: [82, 270, 94, 89],Nomes: [Dev82, Dev270, Dev94, Dev89],Fit: [0.836763329049064, 0.8800000000000001, 0.9045034567607272, 0.7387746182030929],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 38,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 39,IDs: [362, 181, 448, 62],Nomes: [Dev362, Dev181, Dev448, Dev62],Fit: [0.75, 0.88, 0.81, 0.698368038664507],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.16
Cromossomo: 40,IDs: [55, 7, 65, 225],Nomes: [Dev55, Dev7, Dev65, Dev225],Fit: [0.7297911141892097, 0.8265635057437734, 0.7749187832706191, 0.7640961239094739],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 41,IDs: [56, 16, 17, 89],Nomes: [Dev56, Dev16, Dev17, Dev89],Fit: [0.69, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 42,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 43,IDs: [104, 8, 29, 62],Nomes: [Dev104, Dev8, Dev29, Dev62],Fit: [0.75, 0.75, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.34
Cromossomo: 44,IDs: [53, 7, 94, 85],Nomes: [Dev53, Dev7, Dev94, Dev85],Fit: [0.81, 0.88, 0.94, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 45,IDs: [56, 16, 17, 89],Nomes: [Dev56, Dev16, Dev17, Dev89],Fit: [0.7014998013664742, 0.654942602789377, 0.81, 0.7323996325436686],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 46,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 47,IDs: [53, 8, 29, 62],Nomes: [Dev53, Dev8, Dev29, Dev62],Fit: [0.7938326998198049, 0.8103664874265705, 0.8148911528417927, 0.6886531656312149],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.37
Cromossomo: 48,IDs: [104, 7, 94, 85],Nomes: [Dev104, Dev7, Dev94, Dev85],Fit: [0.7618708075693291, 0.8302059813593047, 0.8738797353107508, 0.7133362278595369],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 49,IDs: [47, 28, 17, 46],Nomes: [Dev47, Dev28, Dev17, Dev46],Fit: [0.88, 0.69, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 50,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 51,IDs: [53, 28, 29, 46],Nomes: [Dev53, Dev28, Dev29, Dev46],Fit: [0.817873317897911, 0.6958061612495495, 0.8146962003340074, 0.7300213980397569],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 52,IDs: [326, 8, 17, 62],Nomes: [Dev326, Dev8, Dev17, Dev62],Fit: [0.88, 0.7904770277338894, 0.8102860225090344, 0.7000817611928649],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 53,IDs: [55, 97, 65, 89],Nomes: [Dev55, Dev97, Dev65, Dev89],Fit: [0.69, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 54,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 55,IDs: [53, 97, 27, 46],Nomes: [Dev53, Dev97, Dev27, Dev46],Fit: [0.81, 0.7924283169072751, 0.94, 0.733821058923781],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.52
Cromossomo: 56,IDs: [55, 28, 65, 89],Nomes: [Dev55, Dev28, Dev65, Dev89],Fit: [0.7462565351063104, 0.7756172890769939, 0.7366670356629883, 0.7445124093466333],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 57,IDs: [17, 7, 104, 85],Nomes: [Dev17, Dev7, Dev104, Dev85],Fit: [0.81, 0.81, 0.75, 0.75],Nível: [Senior, Middle, Junior, Master],Total Fit: 0.03
Cromossomo: 58,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 59,IDs: [81, 48, 38, 46],Nomes: [Dev81, Dev48, Dev38, Dev46],Fit: [0.75, 0.88, 0.94, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 60,IDs: [53, 28, 27, 89],Nomes: [Dev53, Dev28, Dev27, Dev89],Fit: [0.8052890414472359, 0.7809165961372582, 0.8398848794273754, 0.7440270882460222],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 61,IDs: [316, 97, 65, 85],Nomes: [Dev316, Dev97, Dev65, Dev85],Fit: [0.81, 0.7840849745113481, 0.7948648055187755, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 62,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 63,IDs: [316, 48, 27, 198],Nomes: [Dev316, Dev48, Dev27, Dev198],Fit: [0.81, 0.8608945783802147, 0.8669673149998939, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 64,IDs: [81, 28, 38, 89],Nomes: [Dev81, Dev28, Dev38, Dev89],Fit: [0.771482261565267, 0.808366725206267, 0.937259495121874, 0.7459356875177738],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 65,IDs: [46, 56, 65, 8],Nomes: [Dev46, Dev56, Dev65, Dev8],Fit: [0.75, 0.69, 0.69, 0.75],Nível: [Master, Junior, Senior, Middle],Total Fit: 0.03
Cromossomo: 66,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 67,IDs: [356, 48, 27, 89],Nomes: [Dev356, Dev48, Dev27, Dev89],Fit: [0.81, 0.8493531637230609, 0.94, 0.7500253795115202],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.27
Cromossomo: 68,IDs: [45, 16, 94, 62],Nomes: [Dev45, Dev16, Dev94, Dev62],Fit: [0.88, 0.63, 0.75, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 69,IDs: [316, 28, 38, 198],Nomes: [Dev316, Dev28, Dev38, Dev198],Fit: [0.808380126215796, 0.8219296637900946, 0.9293122809230907, 0.8097909937354179],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 70,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 71,IDs: [356, 48, 27, 62],Nomes: [Dev356, Dev48, Dev27, Dev62],Fit: [0.8302460486064449, 0.7555896370564562, 0.869298566678579, 0.6481684776209276],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 72,IDs: [47, 28, 38, 85],Nomes: [Dev47, Dev28, Dev38, Dev85],Fit: [0.88, 0.69, 0.94, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 73,IDs: [45, 214, 94, 89],Nomes: [Dev45, Dev214, Dev94, Dev89],Fit: [0.8742923378830574, 0.88, 0.7882471837189526, 0.6947981255135847],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 74,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 75,IDs: [170, 48, 27, 327],Nomes: [Dev170, Dev48, Dev27, Dev327],Fit: [0.88, 0.7444069799321416, 0.94, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.27
Cromossomo: 76,IDs: [356, 28, 38, 85],Nomes: [Dev356, Dev28, Dev38, Dev85],Fit: [0.8419868668373119, 0.7119828692084558, 0.9150648370547498, 0.7407265362800309],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 77,IDs: [97, 55, 65, 89],Nomes: [Dev97, Dev55, Dev65, Dev89],Fit: [0.88, 0.69, 0.69, 0.75],Nível: [Middle, Junior, Senior, Master],Total Fit: 0.03
Cromossomo: 78,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 79,IDs: [55, 7, 17, 62],Nomes: [Dev55, Dev7, Dev17, Dev62],Fit: [0.69, 0.81, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.53
Cromossomo: 80,IDs: [356, 48, 27, 85],Nomes: [Dev356, Dev48, Dev27, Dev85],Fit: [0.8461985583653902, 0.7441950692166123, 0.9388330401422824, 0.759993248951012],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.26
Cromossomo: 81,IDs: [242, 269, 94, 327],Nomes: [Dev242, Dev269, Dev94, Dev327],Fit: [0.88, 0.81, 0.94, 0.8079893452861421],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 82,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 83,IDs: [104, 97, 38, 46],Nomes: [Dev104, Dev97, Dev38, Dev46],Fit: [0.75, 0.88, 0.94, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.27
Cromossomo: 84,IDs: [55, 48, 27, 85],Nomes: [Dev55, Dev48, Dev27, Dev85],Fit: [0.6951542852727182, 0.7478281304725583, 0.9012468558928036, 0.7293097906164203],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 85,IDs: [362, 398, 94, 225],Nomes: [Dev362, Dev398, Dev94, Dev225],Fit: [0.75, 0.75, 0.94, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 86,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 87,IDs: [104, 97, 38, 225],Nomes: [Dev104, Dev97, Dev38, Dev225],Fit: [0.75, 0.8597244846604833, 0.94, 0.78772632465932],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.27
Cromossomo: 88,IDs: [152, 270, 27, 327],Nomes: [Dev152, Dev270, Dev27, Dev327],Fit: [0.75, 0.88, 0.94, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 89,IDs: [53, 89, 94, 7],Nomes: [Dev53, Dev89, Dev94, Dev7],Fit: [0.81, 0.75, 0.75, 0.81],Nível: [Junior, Master, Senior, Middle],Total Fit: 0.03
Cromossomo: 90,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 91,IDs: [446, 214, 94, 327],Nomes: [Dev446, Dev214, Dev94, Dev327],Fit: [0.88, 0.88, 0.94, 0.8065215971657557],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.32
Cromossomo: 92,IDs: [152, 97, 27, 225],Nomes: [Dev152, Dev97, Dev27, Dev225],Fit: [0.75, 0.8635639603350783, 0.94, 0.7934425297985782],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.27
Cromossomo: 93,IDs: [28, 56, 38, 89],Nomes: [Dev28, Dev56, Dev38, Dev89],Fit: [0.69, 0.69, 0.94, 0.75],Nível: [Middle, Junior, Senior, Master],Total Fit: 0.03
Cromossomo: 94,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 95,IDs: [326, 214, 27, 46],Nomes: [Dev326, Dev214, Dev27, Dev46],Fit: [0.88, 0.873475265689968, 0.94, 0.88],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 96,IDs: [446, 97, 94, 225],Nomes: [Dev446, Dev97, Dev94, Dev225],Fit: [0.8622600127784696, 0.8669223162927159, 0.94, 0.7957544498511793],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 97,IDs: [7, 81, 85, 17],Nomes: [Dev7, Dev81, Dev85, Dev17],Fit: [0.81, 0.75, 0.75, 0.81],Nível: [Middle, Junior, Master, Senior],Total Fit: 0.03
Cromossomo: 98,IDs: [359, 7, 27, 46],Nomes: [Dev359, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.94, 0.8792165535489925],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 99,IDs: [446, 181, 27, 402],Nomes: [Dev446, Dev181, Dev27, Dev402],Fit: [0.88, 0.88, 0.7703971369077202, 0.23972048395064144],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.11
Cromossomo: 100,IDs: [446, 97, 94, 225],Nomes: [Dev446, Dev97, Dev94, Dev225],Fit: [0.8653203871421759, 0.8676712152597587, 0.94, 0.8166361969089111],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 101,IDs: [47, 8, 38, 62],Nomes: [Dev47, Dev8, Dev38, Dev62],Fit: [0.88, 0.75, 0.94, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 102,IDs: [359, 7, 27, 46],Nomes: [Dev359, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.94, 0.8792165535489925],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 103,IDs: [425, 214, 29, 136],Nomes: [Dev425, Dev214, Dev29, Dev136],Fit: [0.94, 0.88, 0.88, 0.69],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 104,IDs: [47, 181, 27, 402],Nomes: [Dev47, Dev181, Dev27, Dev402],Fit: [0.8800000000000001, 0.8791711839227454, 0.8127039915221322, 0.38865582588826286],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 105,IDs: [81, 16, 65, 89],Nomes: [Dev81, Dev16, Dev65, Dev89],Fit: [0.75, 0.63, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 106,IDs: [359, 7, 27, 46],Nomes: [Dev359, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.94, 0.8792165535489925],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 107,IDs: [45, 97, 94, 85],Nomes: [Dev45, Dev97, Dev94, Dev85],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 108,IDs: [326, 16, 293, 89],Nomes: [Dev326, Dev16, Dev293, Dev89],Fit: [0.88, 0.6304683350803377, 0.81, 0.7319477382590205],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 109,IDs: [81, 214, 65, 136],Nomes: [Dev81, Dev214, Dev65, Dev136],Fit: [0.8166392595854648, 0.793149239736639, 0.715722225142582, 0.7167448637534222],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 110,IDs: [359, 7, 27, 46],Nomes: [Dev359, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.94, 0.8792165535489925],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 111,IDs: [104, 8, 29, 62],Nomes: [Dev104, Dev8, Dev29, Dev62],Fit: [0.75, 0.75, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.34
Cromossomo: 112,IDs: [170, 181, 448, 85],Nomes: [Dev170, Dev181, Dev448, Dev85],Fit: [0.88, 0.88, 0.81, 0.7338068748980744],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 113,IDs: [81, 214, 94, 136],Nomes: [Dev81, Dev214, Dev94, Dev136],Fit: [0.8228473840026981, 0.8098836640248637, 0.7465052394241137, 0.7254758275705919],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 114,IDs: [359, 7, 27, 46],Nomes: [Dev359, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.94, 0.8792165535489925],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 115,IDs: [53, 214, 29, 311],Nomes: [Dev53, Dev214, Dev29, Dev311],Fit: [0.81, 0.88, 0.7125795011441551, 0.69],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 116,IDs: [81, 8, 94, 136],Nomes: [Dev81, Dev8, Dev94, Dev136],Fit: [0.7888562018452296, 0.7651515095103645, 0.7256708023760721, 0.6813370211484215],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 117,IDs: [82, 16, 65, 89],Nomes: [Dev82, Dev16, Dev65, Dev89],Fit: [0.81, 0.63, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 118,IDs: [359, 7, 27, 46],Nomes: [Dev359, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.94, 0.8792165535489925],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.50
Cromossomo: 119,IDs: [411, 183, 271, 89],Nomes: [Dev411, Dev183, Dev271, Dev89],Fit: [0.94, 0.75, 0.75, 0.7240935333352375],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 120,IDs: [17, 8, 53, 62],Nomes: [Dev17, Dev8, Dev53, Dev62],Fit: [0.81, 0.75, 0.81, 0.63],Nível: [Senior, Middle, Junior, Master],Total Fit: 0.03
Cromossomo: 121,IDs: [81, 16, 94, 136],Nomes: [Dev81, Dev16, Dev94, Dev136],Fit: [0.7895657716381691, 0.6879960687110865, 0.7161402281342797, 0.6938258034753055],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
