Cromossomo: 0,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 18,IDs: [82, 48, 17, 85],Nomes: [Dev82, Dev48, Dev17, Dev85],Fit: [0.79, 0.93, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 19,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 20,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 21,IDs: [82, 97, 29, 46],Nomes: [Dev82, Dev97, Dev29, Dev46],Fit: [0.79, 0.79, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 22,IDs: [8, 89, 45, 38],Nomes: [Dev8, Dev89, Dev45, Dev38],Fit: [0.79, 0.86, 0.79, 0.86],Nível: [Middle, Master, Junior, Senior],Total Fit: 0.03
Cromossomo: 23,IDs: [53, 48, 17, 85],Nomes: [Dev53, Dev48, Dev17, Dev85],Fit: [0.57, 0.93, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 24,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 25,IDs: [53, 48, 29, 46],Nomes: [Dev53, Dev48, Dev29, Dev46],Fit: [0.57, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 26,IDs: [82, 97, 17, 85],Nomes: [Dev82, Dev97, Dev17, Dev85],Fit: [0.79, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 27,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 28,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 29,IDs: [82, 97, 29, 46],Nomes: [Dev82, Dev97, Dev29, Dev46],Fit: [0.79, 0.79, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 30,IDs: [53, 48, 17, 85],Nomes: [Dev53, Dev48, Dev17, Dev85],Fit: [0.57, 0.93, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 31,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 32,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 33,IDs: [53, 48, 29, 46],Nomes: [Dev53, Dev48, Dev29, Dev46],Fit: [0.57, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 34,IDs: [82, 97, 17, 85],Nomes: [Dev82, Dev97, Dev17, Dev85],Fit: [0.79, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 35,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 36,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 37,IDs: [82, 48, 94, 46],Nomes: [Dev82, Dev48, Dev94, Dev46],Fit: [0.79, 0.93, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.04
Cromossomo: 38,IDs: [81, 38, 28, 89],Nomes: [Dev81, Dev38, Dev28, Dev89],Fit: [0.86, 0.86, 0.71, 0.86],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 39,IDs: [53, 97, 17, 85],Nomes: [Dev53, Dev97, Dev17, Dev85],Fit: [0.57, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 40,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 41,IDs: [53, 48, 94, 46],Nomes: [Dev53, Dev48, Dev94, Dev46],Fit: [0.57, 0.93, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 42,IDs: [82, 97, 17, 85],Nomes: [Dev82, Dev97, Dev17, Dev85],Fit: [0.79, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 43,IDs: [104, 16, 29, 89],Nomes: [Dev104, Dev16, Dev29, Dev89],Fit: [0.64, 0.57, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 44,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 45,IDs: [81, 38, 28, 85],Nomes: [Dev81, Dev38, Dev28, Dev85],Fit: [0.86, 0.86, 0.71, 0.86],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 46,IDs: [104, 16, 94, 46],Nomes: [Dev104, Dev16, Dev94, Dev46],Fit: [0.64, 0.57, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 47,IDs: [53, 48, 29, 89],Nomes: [Dev53, Dev48, Dev29, Dev89],Fit: [0.57, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 48,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 49,IDs: [53, 16, 94, 46],Nomes: [Dev53, Dev16, Dev94, Dev46],Fit: [0.57, 0.57, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 50,IDs: [104, 48, 29, 89],Nomes: [Dev104, Dev48, Dev29, Dev89],Fit: [0.64, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 51,IDs: [85, 65, 82, 8],Nomes: [Dev85, Dev65, Dev82, Dev8],Fit: [0.86, 0.57, 0.79, 0.79],Nível: [Master, Senior, Junior, Middle],Total Fit: 0.03
Cromossomo: 52,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 53,IDs: [104, 48, 94, 46],Nomes: [Dev104, Dev48, Dev94, Dev46],Fit: [0.64, 0.93, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 54,IDs: [53, 16, 29, 89],Nomes: [Dev53, Dev16, Dev29, Dev89],Fit: [0.57, 0.57, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 55,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 56,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 57,IDs: [53, 16, 94, 46],Nomes: [Dev53, Dev16, Dev94, Dev46],Fit: [0.57, 0.57, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 58,IDs: [56, 8, 17, 85],Nomes: [Dev56, Dev8, Dev17, Dev85],Fit: [0.71, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 59,IDs: [104, 48, 29, 89],Nomes: [Dev104, Dev48, Dev29, Dev89],Fit: [0.64, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 60,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 61,IDs: [104, 48, 29, 89],Nomes: [Dev104, Dev48, Dev29, Dev89],Fit: [0.64, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 62,IDs: [56, 16, 94, 46],Nomes: [Dev56, Dev16, Dev94, Dev46],Fit: [0.71, 0.57, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 63,IDs: [53, 8, 17, 85],Nomes: [Dev53, Dev8, Dev17, Dev85],Fit: [0.57, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 64,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 65,IDs: [47, 7, 27, 62],Nomes: [Dev47, Dev7, Dev27, Dev62],Fit: [0.86, 0.93, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 66,IDs: [81, 17, 8, 89],Nomes: [Dev81, Dev17, Dev8, Dev89],Fit: [0.86, 0.79, 0.79, 0.86],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 67,IDs: [104, 16, 94, 46],Nomes: [Dev104, Dev16, Dev94, Dev46],Fit: [0.64, 0.57, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 68,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 69,IDs: [104, 16, 27, 62],Nomes: [Dev104, Dev16, Dev27, Dev62],Fit: [0.64, 0.57, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 70,IDs: [47, 7, 94, 46],Nomes: [Dev47, Dev7, Dev94, Dev46],Fit: [0.86, 0.93, 1.00, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.04
Cromossomo: 71,IDs: [55, 28, 38, 85],Nomes: [Dev55, Dev28, Dev38, Dev85],Fit: [0.71, 0.71, 0.86, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 72,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 73,IDs: [55, 16, 27, 62],Nomes: [Dev55, Dev16, Dev27, Dev62],Fit: [0.71, 0.57, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 74,IDs: [81, 97, 65, 89],Nomes: [Dev81, Dev97, Dev65, Dev89],Fit: [0.86, 0.79, 0.57, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 75,IDs: [104, 28, 38, 85],Nomes: [Dev104, Dev28, Dev38, Dev85],Fit: [0.64, 0.71, 0.86, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 76,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 77,IDs: [82, 8, 94, 46],Nomes: [Dev82, Dev8, Dev94, Dev46],Fit: [0.79, 0.79, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 78,IDs: [81, 97, 27, 62],Nomes: [Dev81, Dev97, Dev27, Dev62],Fit: [0.86, 0.79, 0.71, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 79,IDs: [55, 16, 65, 89],Nomes: [Dev55, Dev16, Dev65, Dev89],Fit: [0.71, 0.57, 0.57, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 80,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 81,IDs: [27, 85, 7, 47],Nomes: [Dev27, Dev85, Dev7, Dev47],Fit: [0.71, 0.86, 0.93, 0.86],Nível: [Senior, Master, Middle, Junior],Total Fit: 0.03
Cromossomo: 82,IDs: [82, 8, 65, 89],Nomes: [Dev82, Dev8, Dev65, Dev89],Fit: [0.79, 0.79, 0.57, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 83,IDs: [55, 16, 94, 46],Nomes: [Dev55, Dev16, Dev94, Dev46],Fit: [0.71, 0.57, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 84,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 85,IDs: [82, 8, 94, 46],Nomes: [Dev82, Dev8, Dev94, Dev46],Fit: [0.79, 0.79, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 86,IDs: [55, 16, 65, 89],Nomes: [Dev55, Dev16, Dev65, Dev89],Fit: [0.71, 0.57, 0.57, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 87,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 88,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 89,IDs: [45, 97, 38, 62],Nomes: [Dev45, Dev97, Dev38, Dev62],Fit: [0.79, 0.79, 0.86, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.24
Cromossomo: 90,IDs: [82, 8, 65, 89],Nomes: [Dev82, Dev8, Dev65, Dev89],Fit: [0.79, 0.79, 0.57, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 91,IDs: [55, 16, 94, 46],Nomes: [Dev55, Dev16, Dev94, Dev46],Fit: [0.71, 0.57, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 92,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 93,IDs: [45, 97, 94, 46],Nomes: [Dev45, Dev97, Dev94, Dev46],Fit: [0.79, 0.79, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 94,IDs: [55, 16, 38, 62],Nomes: [Dev55, Dev16, Dev38, Dev62],Fit: [0.71, 0.57, 0.86, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 95,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 96,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 97,IDs: [45, 97, 38, 62],Nomes: [Dev45, Dev97, Dev38, Dev62],Fit: [0.79, 0.79, 0.86, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.24
Cromossomo: 98,IDs: [81, 7, 17, 89],Nomes: [Dev81, Dev7, Dev17, Dev89],Fit: [0.86, 0.93, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 99,IDs: [55, 16, 94, 46],Nomes: [Dev55, Dev16, Dev94, Dev46],Fit: [0.71, 0.57, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 100,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 101,IDs: [81, 7, 38, 62],Nomes: [Dev81, Dev7, Dev38, Dev62],Fit: [0.86, 0.93, 0.86, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.58
Cromossomo: 102,IDs: [47, 8, 27, 46],Nomes: [Dev47, Dev8, Dev27, Dev46],Fit: [0.86, 0.79, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.32
Cromossomo: 103,IDs: [45, 97, 17, 89],Nomes: [Dev45, Dev97, Dev17, Dev89],Fit: [0.79, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 104,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 105,IDs: [81, 7, 27, 46],Nomes: [Dev81, Dev7, Dev27, Dev46],Fit: [0.86, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.34
Cromossomo: 106,IDs: [82, 97, 17, 89],Nomes: [Dev82, Dev97, Dev17, Dev89],Fit: [0.79, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 107,IDs: [47, 8, 38, 62],Nomes: [Dev47, Dev8, Dev38, Dev62],Fit: [0.86, 0.79, 0.86, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 108,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 109,IDs: [82, 7, 27, 46],Nomes: [Dev82, Dev7, Dev27, Dev46],Fit: [0.79, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.53
Cromossomo: 110,IDs: [81, 97, 17, 89],Nomes: [Dev81, Dev97, Dev17, Dev89],Fit: [0.86, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 111,IDs: [94, 53, 8, 62],Nomes: [Dev94, Dev53, Dev8, Dev62],Fit: [0.64, 0.57, 0.79, 0.57],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 112,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 113,IDs: [81, 7, 27, 46],Nomes: [Dev81, Dev7, Dev27, Dev46],Fit: [0.86, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.34
Cromossomo: 114,IDs: [82, 97, 17, 89],Nomes: [Dev82, Dev97, Dev17, Dev89],Fit: [0.79, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 115,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 116,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 117,IDs: [82, 7, 27, 46],Nomes: [Dev82, Dev7, Dev27, Dev46],Fit: [0.79, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.53
Cromossomo: 118,IDs: [81, 97, 17, 89],Nomes: [Dev81, Dev97, Dev17, Dev89],Fit: [0.86, 0.79, 0.79, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 119,IDs: [47, 28, 94, 85],Nomes: [Dev47, Dev28, Dev94, Dev85],Fit: [0.86, 0.71, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 120,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 121,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.86, 0.71, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 122,IDs: [82, 7, 94, 85],Nomes: [Dev82, Dev7, Dev94, Dev85],Fit: [0.79, 0.93, 0.64, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 123,IDs: [104, 97, 17, 62],Nomes: [Dev104, Dev97, Dev17, Dev62],Fit: [0.64, 0.79, 0.79, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 124,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 125,IDs: [104, 97, 27, 46],Nomes: [Dev104, Dev97, Dev27, Dev46],Fit: [0.64, 0.79, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 126,IDs: [47, 28, 17, 62],Nomes: [Dev47, Dev28, Dev17, Dev62],Fit: [0.86, 0.71, 0.79, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 127,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 128,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 129,IDs: [47, 97, 27, 46],Nomes: [Dev47, Dev97, Dev27, Dev46],Fit: [0.86, 0.79, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.32
Cromossomo: 130,IDs: [82, 8, 38, 85],Nomes: [Dev82, Dev8, Dev38, Dev85],Fit: [0.79, 0.79, 0.86, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 131,IDs: [104, 28, 17, 62],Nomes: [Dev104, Dev28, Dev17, Dev62],Fit: [0.64, 0.71, 0.79, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 132,IDs: [56, 48, 29, 402],Nomes: [Dev56, Dev48, Dev29, Dev402],Fit: [0.71, 0.93, 0.71, 0.86],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.77
Cromossomo: 133,IDs: [82, 8, 17, 62],Nomes: [Dev82, Dev8, Dev17, Dev62],Fit: [0.79, 0.79, 0.79, 0.57],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
