Cromossomo: 0,IDs: [45, 28, 27, 46],Nomes: [Dev45, Dev28, Dev27, Dev46],Fit: [0.89, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 22,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 23,IDs: [45, 48, 27, 46],Nomes: [Dev45, Dev48, Dev27, Dev46],Fit: [0.89, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 24,IDs: [81, 28, 65, 89],Nomes: [Dev81, Dev28, Dev65, Dev89],Fit: [0.72, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 25,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 26,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 27,IDs: [81, 28, 27, 46],Nomes: [Dev81, Dev28, Dev27, Dev46],Fit: [0.72, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.28
Cromossomo: 28,IDs: [47, 97, 17, 85],Nomes: [Dev47, Dev97, Dev17, Dev85],Fit: [0.83, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 29,IDs: [45, 48, 65, 89],Nomes: [Dev45, Dev48, Dev65, Dev89],Fit: [0.89, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 30,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 31,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 32,IDs: [81, 97, 17, 85],Nomes: [Dev81, Dev97, Dev17, Dev85],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 33,IDs: [56, 48, 94, 89],Nomes: [Dev56, Dev48, Dev94, Dev89],Fit: [0.67, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 34,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 35,IDs: [56, 48, 27, 46],Nomes: [Dev56, Dev48, Dev27, Dev46],Fit: [0.67, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.41
Cromossomo: 36,IDs: [47, 28, 94, 89],Nomes: [Dev47, Dev28, Dev94, Dev89],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 37,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 38,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 39,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 40,IDs: [56, 48, 94, 89],Nomes: [Dev56, Dev48, Dev94, Dev89],Fit: [0.67, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 41,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 42,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 43,IDs: [56, 28, 27, 46],Nomes: [Dev56, Dev28, Dev27, Dev46],Fit: [0.67, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.28
Cromossomo: 44,IDs: [47, 48, 94, 89],Nomes: [Dev47, Dev48, Dev94, Dev89],Fit: [0.83, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 45,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 46,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 47,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 48,IDs: [82, 16, 29, 85],Nomes: [Dev82, Dev16, Dev29, Dev85],Fit: [0.78, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 49,IDs: [56, 48, 94, 89],Nomes: [Dev56, Dev48, Dev94, Dev89],Fit: [0.67, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 50,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 51,IDs: [82, 16, 27, 46],Nomes: [Dev82, Dev16, Dev27, Dev46],Fit: [0.78, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 52,IDs: [56, 48, 89, 94],Nomes: [Dev56, Dev48, Dev89, Dev94],Fit: [0.67, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Master, Senior],Total Fit: 0.03
Cromossomo: 53,IDs: [47, 28, 29, 85],Nomes: [Dev47, Dev28, Dev29, Dev85],Fit: [0.83, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 54,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 55,IDs: [47, 16, 27, 46],Nomes: [Dev47, Dev16, Dev27, Dev46],Fit: [0.83, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 56,IDs: [82, 28, 29, 85],Nomes: [Dev82, Dev28, Dev29, Dev85],Fit: [0.78, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 57,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 58,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 59,IDs: [82, 16, 27, 46],Nomes: [Dev82, Dev16, Dev27, Dev46],Fit: [0.78, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 60,IDs: [47, 28, 29, 85],Nomes: [Dev47, Dev28, Dev29, Dev85],Fit: [0.83, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 61,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 62,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 63,IDs: [47, 16, 27, 46],Nomes: [Dev47, Dev16, Dev27, Dev46],Fit: [0.83, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 64,IDs: [82, 28, 29, 85],Nomes: [Dev82, Dev28, Dev29, Dev85],Fit: [0.78, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 65,IDs: [45, 97, 65, 89],Nomes: [Dev45, Dev97, Dev65, Dev89],Fit: [0.89, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 66,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 67,IDs: [104, 7, 38, 62],Nomes: [Dev104, Dev7, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 68,IDs: [53, 48, 17, 85],Nomes: [Dev53, Dev48, Dev17, Dev85],Fit: [0.78, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 69,IDs: [47, 97, 65, 89],Nomes: [Dev47, Dev97, Dev65, Dev89],Fit: [0.83, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 70,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 71,IDs: [53, 48, 38, 62],Nomes: [Dev53, Dev48, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 72,IDs: [104, 7, 17, 85],Nomes: [Dev104, Dev7, Dev17, Dev85],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 73,IDs: [81, 97, 94, 89],Nomes: [Dev81, Dev97, Dev94, Dev89],Fit: [0.72, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 74,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 75,IDs: [53, 7, 17, 85],Nomes: [Dev53, Dev7, Dev17, Dev85],Fit: [0.78, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 76,IDs: [104, 48, 38, 62],Nomes: [Dev104, Dev48, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 77,IDs: [8, 47, 89, 29],Nomes: [Dev8, Dev47, Dev89, Dev29],Fit: [0.72, 0.83, 0.72, 0.67],Nível: [Middle, Junior, Master, Senior],Total Fit: 0.03
Cromossomo: 78,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 79,IDs: [53, 48, 38, 62],Nomes: [Dev53, Dev48, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 80,IDs: [104, 7, 17, 85],Nomes: [Dev104, Dev7, Dev17, Dev85],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 81,IDs: [94, 47, 89, 28],Nomes: [Dev94, Dev47, Dev89, Dev28],Fit: [0.72, 0.83, 0.72, 0.67],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 82,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 83,IDs: [53, 7, 17, 85],Nomes: [Dev53, Dev7, Dev17, Dev85],Fit: [0.78, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 84,IDs: [104, 48, 38, 62],Nomes: [Dev104, Dev48, Dev38, Dev62],Fit: [0.72, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 85,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 86,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 87,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 88,IDs: [104, 48, 17, 85],Nomes: [Dev104, Dev48, Dev17, Dev85],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 89,IDs: [65, 81, 89, 97],Nomes: [Dev65, Dev81, Dev89, Dev97],Fit: [0.67, 0.72, 0.72, 0.83],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 90,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 91,IDs: [104, 48, 27, 46],Nomes: [Dev104, Dev48, Dev27, Dev46],Fit: [0.72, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 92,IDs: [45, 16, 17, 85],Nomes: [Dev45, Dev16, Dev17, Dev85],Fit: [0.89, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 93,IDs: [82, 8, 89, 65],Nomes: [Dev82, Dev8, Dev89, Dev65],Fit: [0.78, 0.72, 0.72, 0.67],Nível: [Junior, Middle, Master, Senior],Total Fit: 0.03
Cromossomo: 94,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 95,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 96,IDs: [104, 48, 17, 85],Nomes: [Dev104, Dev48, Dev17, Dev85],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 97,IDs: [47, 28, 94, 89],Nomes: [Dev47, Dev28, Dev94, Dev89],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 98,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 99,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 100,IDs: [45, 16, 94, 89],Nomes: [Dev45, Dev16, Dev94, Dev89],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 101,IDs: [17, 48, 85, 81],Nomes: [Dev17, Dev48, Dev85, Dev81],Fit: [0.78, 0.83, 0.72, 0.72],Nível: [Senior, Middle, Master, Junior],Total Fit: 0.03
Cromossomo: 102,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 103,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 104,IDs: [85, 65, 104, 48],Nomes: [Dev85, Dev65, Dev104, Dev48],Fit: [0.72, 0.67, 0.72, 0.83],Nível: [Master, Senior, Junior, Middle],Total Fit: 0.03
Cromossomo: 105,IDs: [47, 28, 94, 89],Nomes: [Dev47, Dev28, Dev94, Dev89],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 106,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 107,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 108,IDs: [45, 16, 94, 89],Nomes: [Dev45, Dev16, Dev94, Dev89],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 109,IDs: [65, 85, 8, 104],Nomes: [Dev65, Dev85, Dev8, Dev104],Fit: [0.67, 0.72, 0.72, 0.72],Nível: [Senior, Master, Middle, Junior],Total Fit: 0.03
Cromossomo: 110,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 111,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 112,IDs: [47, 28, 94, 89],Nomes: [Dev47, Dev28, Dev94, Dev89],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 113,IDs: [8, 65, 104, 85],Nomes: [Dev8, Dev65, Dev104, Dev85],Fit: [0.72, 0.67, 0.72, 0.72],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.03
Cromossomo: 114,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 115,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 116,IDs: [45, 16, 94, 89],Nomes: [Dev45, Dev16, Dev94, Dev89],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 117,IDs: [81, 48, 85, 17],Nomes: [Dev81, Dev48, Dev85, Dev17],Fit: [0.72, 0.83, 0.72, 0.78],Nível: [Junior, Middle, Master, Senior],Total Fit: 0.03
Cromossomo: 118,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 119,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 120,IDs: [82, 97, 65, 85],Nomes: [Dev82, Dev97, Dev65, Dev85],Fit: [0.78, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 121,IDs: [47, 28, 94, 89],Nomes: [Dev47, Dev28, Dev94, Dev89],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 122,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 123,IDs: [82, 97, 27, 46],Nomes: [Dev82, Dev97, Dev27, Dev46],Fit: [0.78, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 124,IDs: [45, 16, 65, 85],Nomes: [Dev45, Dev16, Dev65, Dev85],Fit: [0.89, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 125,IDs: [55, 17, 28, 89],Nomes: [Dev55, Dev17, Dev28, Dev89],Fit: [0.67, 0.78, 0.67, 0.72],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 126,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 127,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
Cromossomo: 128,IDs: [82, 97, 65, 85],Nomes: [Dev82, Dev97, Dev65, Dev85],Fit: [0.78, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 129,IDs: [89, 104, 28, 29],Nomes: [Dev89, Dev104, Dev28, Dev29],Fit: [0.72, 0.72, 0.67, 0.67],Nível: [Master, Junior, Middle, Senior],Total Fit: 0.03
Cromossomo: 130,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 131,IDs: [82, 97, 27, 46],Nomes: [Dev82, Dev97, Dev27, Dev46],Fit: [0.78, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 132,IDs: [45, 16, 65, 85],Nomes: [Dev45, Dev16, Dev65, Dev85],Fit: [0.89, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 133,IDs: [8, 104, 17, 89],Nomes: [Dev8, Dev104, Dev17, Dev89],Fit: [0.72, 0.72, 0.78, 0.72],Nível: [Middle, Junior, Senior, Master],Total Fit: 0.03
Cromossomo: 134,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 135,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.89, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.65
